dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_types
207,255,1,0,0,0.02,0.01,0.01,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,10,0.04,0.06,0,0,0,0,1,1,1
99,255,1,0,0.01,0.03,0,0.01,0.2,0.1,0
48,255,1,0,0.02,0.01,0,0,0,0,0
255,56,0.22,0.02,0.01,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
95,255,1,0,0.01,0.03,0,0,0,0,0
176,176,1,0,1,0,0,0,0,0,0
255,14,0.05,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,13,0.05,0.06,0,0,1,1,0,0,1
255,61,0.24,0.02,0.01,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
79,14,0.18,0.03,0.01,0,0,0,0,0,0
138,38,0.28,0.04,0.01,0,0,0,0.01,0.03,0
255,5,0.02,0.07,0,0,1,1,0,0,1
86,255,1,0,0.01,0.13,0,0,0.35,0.67,0
25,9,0.04,0.08,0.04,0.33,0,0,0,0,0
255,11,0.04,0.05,0,0,1,1,0,0,1
255,12,0.05,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
126,255,1,0,0.01,0.02,0.01,0,0,0,0
73,200,0.79,0.03,0.79,0.01,0,0,0.15,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0.01,0.01,0.02,0.02,0
255,254,1,0.01,0,0,0,0,0,0,0
255,15,0.06,0.07,0,0,1,1,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
6,3,0.5,0.33,0.5,0,0,0,0,0,0
255,6,0.02,0.05,0,0,1,1,0,0,1
35,255,1,0,0.03,0.14,0.03,0,0.11,0.54,0
255,251,0.98,0.01,0,0,0,0,0,0,0
125,255,1,0,0.01,0.05,0,0,0,0,0
255,6,0.02,0.07,0,0,1,1,0,0,1
255,1,0,1,0,0,0.08,1,0.92,0,1
145,106,0.73,0.02,0.01,0,0,0,0,0,0
255,16,0.06,0.07,0,0,1,1,0,0,1
255,3,0.01,0.71,0.97,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,7,0.03,0.06,0,0,1,1,0,0,1
255,4,0.02,0.07,0,0,1,1,0,0,1
45,2,0.02,1,0.02,1,0,0,0.98,1,1
138,1,0.01,0.93,0.94,0,0.94,1,0,0,1
108,73,0.68,0.03,0.01,0,0,0,0,0,0
255,4,0.02,0.08,0,0,1,1,0,0,1
255,15,0.06,0.06,0,0,1,1,0,0,1
255,11,0.04,0.05,0,0,1,1,0,0,1
255,12,0.05,0.05,0,0,0,0,1,1,1
90,255,1,0,0.01,0.02,0,0,0,0,0
255,61,0.24,0.02,0,0,1,1,0,0,1
255,15,0.06,0.07,0,0,1,1,0,0,1
81,231,1,0,0.01,0.18,0,0,0.07,0.68,0
255,31,0.12,0.06,0.01,0,1,1,0,0,1
129,45,0.2,0.04,0.2,0.04,0,0,0,0,0
153,7,0.03,0.03,0.01,0.29,0,0,0,0,0
255,29,0.11,0.11,0.11,0,0.11,0,0,0,1
255,43,0.17,0.27,0.95,0,0,0,0.05,0,1
184,148,0.65,0.03,0.65,0.01,0,0,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
85,255,1,0,0.01,0.03,0,0,0,0,0
255,10,0.04,0.09,0,0,1,1,0,0,1
255,1,0,0.08,0,0,1,1,0,0,1
255,8,0.03,0.06,0,0,1,1,0,0,1
255,57,0.22,0.04,0,0,1,1,0,0,1
255,30,0.12,0.06,0,0,1,1,0,0,1
179,1,0.01,0.04,0.07,0,0.02,1,0,0,0
255,1,0,0.07,0,0,1,1,0,0,1
57,251,1,0,0.02,0.17,0,0,0.91,0.98,0
255,7,0.03,0.07,0,0,1,1,0,0,1
232,41,0.18,0.02,0.18,0,0,0,0,0,0
255,1,0,0.77,0,0,0.01,0,0.72,1,1
255,255,1,0,0,0,0,0,0,0,0
6,255,1,0,0.17,0.04,0.17,0,0,0,0
193,193,1,0,1,0,0,0,0,0,0
255,4,0.02,0.06,0,0,1,1,0,0,1
183,174,0.66,0.04,0.01,0.01,0.01,0.01,0,0,0
255,2,0.01,0.07,0,0,0,0,1,1,1
131,255,1,0,0.01,0.03,0,0,0.01,0,0
255,14,0.05,0.07,0,0,1,1,0,0,1
255,6,0.02,0.06,0,0,1,1,0,0,1
255,1,0,0.6,0.6,0,0,0,0.6,1,1
10,236,1,0,0.1,0.03,0,0,1,0.87,0
255,14,0.05,0.07,0,0,1,1,0,0,1
255,17,0.07,0.06,0,0,1,1,0,0,1
255,18,0.07,0.06,0,0,1,1,0,0,1
255,224,0.88,0.01,0,0,0,0,0,0,0
2,250,1,0,0.5,0.15,0,0,1,0.96,0
255,112,0.44,0.02,0.44,0,0,0,0,0,0
66,255,1,0,0.02,0.05,0,0,0,0,0
255,1,0,0.07,0,0,0,0,1,1,1
255,11,0.04,0.07,0,0,1,1,0,0,1
108,29,0.18,0.04,0.18,0.07,0,0,0,0,0
4,64,0.5,0.75,0.5,0.03,0,0,0,0,0
255,1,0,1,0,0,0.11,0,0.89,1,1
78,147,0.79,0.08,0.01,0.01,0.01,0.01,0,0,0
231,255,1,0,0,0.01,0,0,0,0,0
63,255,1,0,0.02,0.08,0,0,0,0,0
255,4,0.02,0.08,0,0,1,1,0,0,1
255,9,0.04,0.09,0,0,1,1,0,0,1
141,81,0.57,0.01,0.01,0,0.99,0.98,0,0,1
47,255,1,0,0.02,0.03,0,0.01,0,0,0
255,6,0.02,0.07,0,0,1,1,0,0,1
255,17,0.07,0.07,0,0,1,1,0,0,1
255,25,0.1,0.05,0,0,1,1,0,0,1
255,255,1,0,0.01,0,0,0,0,0,0
255,5,0.02,0.08,0,0,0,0,1,1,1
98,188,0.95,0.03,0.01,0.01,0,0,0,0,0
61,253,1,0,0.02,0.19,0,0,0.98,0.99,0
255,25,0.1,0.05,0,0,1,1,0,0,1
32,255,1,0,0.03,0.07,0.03,0,0,0,0
255,255,1,0,1,0,0,0,0,0,1
255,20,0.08,0.08,0,0,0,0,1,1,1
255,4,0.02,0.08,0,0,1,1,0,0,1
255,24,0.09,0.05,0,0,1,1,0,0,1
47,249,1,0,0.02,0.11,0,0,0.53,0.86,0
255,10,0.04,0.08,0,0,0,0,1,1,1
90,255,1,0,0.01,0.02,0,0,0,0,0
255,2,0.01,0.08,0,0,1,1,0,0,1
100,255,1,0,0.01,0.02,0,0,0,0,0
255,17,0.07,0.06,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,9,0.04,0.05,0,0,1,1,0,0,1
255,25,0.1,0.05,0,0,1,1,0,0,1
255,20,0.08,0.06,0,0,1,1,0,0,1
245,255,1,0,0,0.01,0,0,0,0,0
255,17,0.07,0.07,0,0,1,1,0,0,1
74,255,1,0,0.01,0.07,0,0,0,0,0
255,6,0.02,0.06,0,0,1,1,0,0,1
255,9,0.04,0.07,0,0,1,1,0,0,1
8,100,1,0,0.12,0.23,0,0,1,1,0
10,251,1,0,0.1,0.09,0,0,1,0.48,0
255,10,0.04,0.09,0,0,1,1,0,0,1
255,12,0.05,0.08,0,0,0,0,1,1,1
251,255,1,0,0,0.01,0,0,0,0,0
254,255,1,0,0,0.01,0,0,0,0,0
255,75,0.29,0.02,0,0,1,1,0,0,1
4,63,1,0,0.25,0.22,0,0,1,1,0
142,109,0.77,0.01,0.25,0,0,0,0,0,0
255,2,0.01,0.08,0,0,1,1,0,0,1
255,5,0.02,0.01,0.14,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0.05,0.05,1
255,23,0.09,0.06,0,0,1,1,0,0,1
255,143,0.56,0.02,0,0,0,0,0,0,0
255,1,0,0.09,0,0,0,0,1,1,1
228,30,0.01,0.03,0.02,0.93,0,0,0.01,0,1
255,255,1,0,0.01,0,0,0,0,0,0
54,255,1,0,0.02,0.01,0,0,0,0,0
255,19,0.07,0.07,0,0,1,1,0,0,1
6,118,0.5,0.33,0.17,0.03,0,0,0,0,0
255,243,0.95,0.01,0.01,0,0,0,0,0,0
255,1,0,0.07,0,0,0,0,1,1,1
255,5,0.02,0.07,0,0,1,1,0,0,1
255,19,0.07,0.07,0,0,1,1,0,0,1
255,17,0.07,0.02,0,0,0.15,0,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
53,146,0.4,0.08,0.04,0.01,0.02,0.01,0,0,0
255,5,0.02,0.08,0,0,1,1,0,0,1
255,18,0.07,0.08,0,0,1,1,0,0,1
255,255,1,0,0.01,0,0,0,0,0,0
121,181,0.98,0.02,0.01,0.01,0,0,0,0,0
255,251,0.98,0.01,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
27,255,1,0,0.04,0.04,0,0,0,0,0
68,255,1,0,0.01,0.02,0,0,0,0,0
177,14,0.07,0.03,0.01,0.14,0.01,0,0,0,0
255,9,0.04,0.05,0,0,1,1,0,0,1
255,1,0,1,1,0,0,0,1,1,1
96,145,0.47,0.04,0.01,0.01,0,0,0,0,0
255,12,0.05,0.06,0,0,1,1,0,0,1
20,255,1,0,0.05,0.02,0,0,0,0,0
47,136,0.53,0.13,0.02,0.02,0,0,0,0,0
2,43,1,0,1,0.51,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
3,32,1,0,1,0.09,0,0,0,0,0
190,255,1,0,0.01,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
201,62,0.2,0.03,0.2,0.03,0,0,0,0,0
255,249,0.98,0.01,0,0,0,0,0,0,0
255,248,0.97,0.01,0,0,0,0,0,0,0
255,9,0.04,0.07,0,0,1,1,0,0,1
255,7,0.03,0.07,0,0,1,1,0,0,1
24,255,1,0,0.04,0.02,0,0,0,0,0
255,14,0.05,0.08,0,0,1,1,0,0,1
255,15,0.06,0.08,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
1,149,1,0,1,0.26,0,0,0,0,1
255,16,0.06,0.08,0,0,1,1,0,0,1
255,10,0.04,0.06,0,0,1,1,0,0,1
255,6,0.02,0.08,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,1,0,1,0,0,0.03,0,0.97,1,1
4,80,1,0,1,0.25,0,0,0,0,1
248,16,0.06,0.06,0,0,0,0,1,1,1
162,177,0.78,0.03,0.01,0.02,0.01,0.01,0,0,0
255,19,0.07,0.07,0,0,0,0,1,1,1
32,255,1,0,0.03,0.04,0,0,0,0,0
39,110,0.77,0.1,0.03,0.02,0,0,0,0,0
255,13,0.05,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
108,141,0.54,0.04,0.01,0.02,0,0,0,0,0
82,12,0.15,0.1,0.01,0,0.98,1,0,0,1
255,24,0.09,0.05,0,0,1,1,0,0,1
3,255,1,0,0.33,0.06,0,0,0,0,0
48,8,0.17,0.1,0.02,0,0.04,0.12,0.06,0,0
255,18,0.07,0.07,0,0,1,1,0,0,1
255,15,0.06,0.07,0,0,1,1,0,0,1
255,10,0.04,0.08,0,0,1,1,0,0,1
84,13,0.15,0.07,0.15,0,0,0,0,0,0
4,2,0.5,0.5,0.5,0,0,0,0,0,0
255,1,0,1,0,0,0.05,0,0.95,1,1
255,5,0.02,0.07,0,0,1,1,0,0,1
6,255,1,0,0.17,0.03,0,0,0,0,0
255,3,0.01,0.07,0,0,1,1,0,0,1
2,130,1,0,1,0.5,0,0,0,0,1
255,14,0.05,0.06,0,0,1,1,0,0,1
255,36,0.14,0.07,0,0,0,0,1,1,1
182,255,1,0,0.01,0.02,0.01,0.01,0,0,0
255,10,0.04,0.08,0,0,1,1,0,0,1
255,68,0.27,0.02,0.01,0,1,1,0,0,1
53,192,0.87,0.06,0.02,0.01,0,0,0,0,0
191,13,0.07,0.07,0.01,0,1,1,0,0,1
255,255,1,0,1,0,0,0,0,0,0
255,1,0,0.02,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
6,255,1,0,0.17,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
8,255,1,0,0.12,0.02,0,0,0,0,0
255,53,0.21,0.02,0.21,0,0,0,0,0,0
9,255,1,0,0.11,0.04,0,0,0,0,0
212,80,0.38,0.02,0.38,0,0,0,0,0,0
103,100,0.97,0.02,0.01,0,0,0,0,0,0
255,50,0.2,0.03,0.2,0,0.02,0,0,0,1
1,255,1,0,1,0.02,0,0,0,0,0
255,20,0.08,0.07,0,0,1,1,0,0,1
255,6,0.02,0.07,0,0,0,0,1,1,1
8,255,1,0,0.12,0.05,0,0,0,0,0
255,15,0.06,0.07,0,0,1,1,0,0,1
1,188,1,0,1,1,0,0,0,0,1
8,255,1,0,0.12,0.07,0,0,0,0,0
30,1,0.03,0.17,0.03,0,1,1,0,0,1
255,46,0.18,0.67,0,0,0.67,0,0,0,0
255,97,0.38,0.25,0,0,0.25,0,0,0,0
184,184,1,0,0.01,0,0,0,0.01,0.01,1
223,143,0.56,0.03,0,0.01,0,0,0,0,0
255,255,1,0,0.01,0,0,0,0,0,0
2,2,1,0,1,0,0,0,0,0,1
255,174,0.68,0.02,0,0,0,0,0,0,0
255,23,0.09,0.06,0,0,1,1,0,0,1
255,1,0,0.07,0,0,1,1,0,0,1
25,255,1,0,0.04,0.03,0,0,0.28,0.44,0
255,8,0.03,0.07,0.01,0,1,1,0,0,1
172,140,0.81,0.03,0.01,0,0,0,0.81,1,0
255,13,0.05,0.07,0,0,1,1,0,0,1
24,16,0.67,0.12,0.12,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,21,0.08,0.06,0,0,1,1,0,0,1
255,1,0,1,1,0,1,1,0,0,1
26,156,0.58,0.12,0.04,0.01,0,0,0,0,0
37,255,1,0,0.03,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,3,0.01,0.06,0,0,1,1,0,0,1
255,4,0.02,0.07,0,0,1,1,0,0,1
9,255,1,0,0.11,0.04,0,0,0,0,0
255,1,0,0.02,0.01,0,0,0,0.01,1,1
3,237,1,0,0.33,0.22,0,0,1,1,0
255,6,0.02,0.06,0,0,1,1,0,0,1
9,255,1,0,0.11,0.05,0,0,0,0,0
45,11,0.09,0.07,0.02,0.18,0,0,0,0,0
120,1,0.01,0.21,0.18,0,0,0,0.17,1,1
255,62,0.24,0.02,0,0,0.88,0.97,0,0,0
83,44,0.53,0.04,0.01,0,0,0,0,0,0
109,255,1,0,0.01,0.03,0,0,0,0,0
255,19,0.07,0.06,0,0,1,1,0,0,1
255,187,0.73,0.02,0.73,0,0,0,0.02,0,1
255,16,0.06,0.07,0,0,1,1,0,0,1
255,3,0.01,0.08,0,0,0,0,1,1,1
255,16,0.06,0.07,0,0,1,1,0,0,1
255,224,0.88,0.01,0,0,0,0,0,0,0
105,4,0.02,0.07,0.01,0.5,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
203,1,0,0.2,0.17,0,0,0,0.18,1,1
78,182,1,0,0.01,0.03,0,0,1,1,0
255,5,0.02,0.07,0,0,1,1,0,0,1
255,12,0.05,0.08,0,0,0,0,1,1,1
86,255,1,0,0.01,0.07,0,0,0.02,0.02,0
255,177,0.69,0.01,0.69,0,0,0,0,0,1
255,46,0.18,0.04,0,0,1,1,0,0,1
129,6,0.04,0.05,0.01,0.33,0.01,0,0.01,0,0
255,255,1,0,1,0,0,0,0,0,1
255,10,0.04,0.05,0,0,1,1,0,0,1
22,150,0.09,0.14,0.05,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,4,0.02,0.07,0.01,0,0.93,0.25,0.01,0.5,0
255,25,0.1,0.05,0,0,1,1,0,0,1
255,19,0.07,0.06,0,0,1,1,0,0,1
255,5,0.02,0.05,0,0,1,1,0,0,1
9,6,0.67,0.22,0.11,0,0.11,0.17,0.56,0.83,0
255,22,0.09,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
130,2,0.02,0.08,0.01,0,0,0,1,1,1
105,1,0.01,0.1,0.01,0,1,1,0,0,1
3,255,1,0,0.33,0.02,0.33,0,0,0,0
1,8,1,0,1,0.38,1,0.12,0,0,0
3,255,1,0,0.33,0.02,0,0,0,0,0
255,10,0.04,0.06,0,0,1,1,0,0,1
15,99,1,0,0.07,0.19,0,0,0.2,0.88,0
10,255,1,0,0.1,0.03,0,0,0,0,0
53,255,1,0,0.02,0.03,0,0,0,0,0
73,255,1,0,0.01,0.01,0,0,0,0,0
255,15,0.06,0.07,0,0,1,1,0,0,1
255,240,0.94,0.01,0,0,0,0,0,0,0
101,88,0.37,0.03,0.37,0.03,0,0,0,0,0
255,4,0.02,0.07,0,0,0,0,1,1,1
11,171,1,0,0.09,0.16,0,0,1,0.94,0
40,255,1,0,0.03,0.07,0,0,0,0,0
81,80,0.99,0.02,0.01,0,0,0,0,0,0
5,255,1,0,0.2,0.04,0,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
255,72,0.28,0.04,0.28,0,0.02,0,0,0,1
7,138,1,0,0.14,0.27,0,0,1,0.99,0
255,1,0,0.45,0,0,0,0,0,0,0
255,1,0,0.06,0,0,1,1,0,0,1
255,17,0.07,0.06,0,0,1,1,0,0,1
4,255,1,0,1,0.25,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,23,0.09,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,18,0.07,0.07,0,0,1,1,0,0,1
255,2,0.01,0.65,1,0,0,0,1,1,1
255,238,0.93,0.01,0,0,0,0,0,0,0
255,63,0.25,0.04,0.25,0,0.02,0,0,0,1
43,56,1,0,0.02,0.11,0,0,1,1,0
166,43,0.25,0.02,0.01,0.05,0.99,0.95,0,0,1
255,10,0.04,0.06,0,0,1,1,0,0,1
255,29,0.11,0.04,0,0,1,1,0,0,1
207,121,0.45,0.02,0.45,0.02,0,0,0,0,0
255,8,0.03,0.09,0,0,1,1,0,0,1
2,251,1,0,0.5,0.15,0,0,1,1,0
34,255,1,0,0.03,0.16,0,0,0.88,0.98,0
255,173,0.68,0.16,0.68,0,0,0,0,0,1
6,255,1,0,0.17,0.08,0,0,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
255,25,0.1,0.05,0,0,1,1,0,0,1
113,8,0.07,0.09,0.01,0,1,1,0,0,1
255,1,0,0.07,0,0,1,1,0,0,1
255,5,0.02,0.08,0,0,0,0,1,1,1
178,98,0.55,0.01,0.01,0,0.99,0.98,0,0,1
255,15,0.06,0.07,0,0,1,1,0,0,1
255,2,0.01,0.49,0.92,0,0,0,0,0,0
255,1,0,0.08,0,0,1,1,0,0,1
255,14,0.05,0.07,0,0,0,0,1,1,1
255,3,0.01,0.06,0,0,0,0,1,1,1
108,205,0.91,0.04,0.01,0.01,0,0,0,0,0
69,255,1,0,0.01,0.01,0,0,0,0,0
86,2,0.01,0.03,0.01,1,0,0,0,0,0
198,2,0.01,0.64,0.91,0,0,0,0,0,0
255,2,0.01,0.74,1,0,0,0,1,1,1
255,20,0.08,0.08,0,0,1,1,0,0,1
25,23,0.4,0.12,0.4,0.09,0,0.04,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,63,0.25,0.01,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
2,120,1,0,1,0.5,0,0,0,0,1
255,9,0.04,0.07,0,0,1,1,0,0,1
138,255,1,0,0.01,0.04,0,0,0,0,0
130,237,0.98,0.02,0.01,0.01,0,0,0,0,0
255,2,0.01,0.5,1,0,0,0,1,1,1
117,111,0.8,0.04,0.01,0.02,0,0,0,0,0
255,15,0.06,0.08,0,0,1,1,0,0,1
255,86,0.34,0.02,0.34,0,0,0,0,0,0
107,1,0.01,0.06,0.01,0,0,0,0,0,0
255,11,0.04,0.09,0,0,0,0,1,1,1
76,7,0.03,0.05,0.01,0.29,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
179,162,0.67,0.04,0.01,0.01,0.01,0.01,0,0,0
255,169,0.66,0.01,0,0,0,0,0,0,0
59,9,0.15,0.14,0.02,0,1,1,0,0,1
2,161,1,0,0.5,0.22,0,0,1,1,0
255,254,1,0.01,0.01,0,0,0,0,0,0
255,1,0,0.43,0.41,0,0,0,0.42,1,1
255,2,0.01,0.74,1,0,0,0,1,1,1
66,255,1,0,0.02,0.02,0,0,0,0,0
15,2,0.07,1,0.07,1,0,0,0.93,1,1
95,200,0.84,0.02,0.84,0.01,0,0,0.12,0,0
199,149,0.58,0.02,0.01,0.01,0,0.01,0,0,0
255,68,0.27,0.02,0.27,0,0,0,0.55,0,1
255,63,0.25,0.02,0.25,0,0,0,0,0,1
255,249,0.98,0.01,0,0,0,0,0,0,0
161,78,0.31,0.04,0.31,0.03,0,0,0,0,0
255,65,0.25,0.04,0.25,0,0.16,0,0.02,0,1
255,247,0.97,0.01,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
5,32,1,0,0.2,0.31,0,0,1,1,0
255,8,0.03,0.08,0,0,1,1,0,0,1
255,7,0.03,0.08,0,0,0,0,1,1,1
3,131,1,0,1,0.25,0,0,0,0,1
255,16,0.06,0.07,0,0,1,1,0,0,1
255,1,0,1,0,0,0.27,0,0.73,1,1
255,255,1,0,0,0,0,0,0,0,0
255,12,0.05,0.08,0,0,0,0,1,1,1
30,76,0.43,0.1,0.43,0.03,0,0,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
255,10,0.04,0.07,0,0,1,1,0,0,1
255,1,0,0.07,0,0,1,1,0,0,1
255,10,0.04,0.07,0,0,0,0,1,1,1
255,14,0.05,0.07,0,0,0,0,1,1,1
255,5,0.02,0.07,0,0,1,1,0,0,1
255,13,0.05,0.07,0,0,1,1,0,0,1
4,255,1,0,0.25,0.02,0,0,0,0,0
255,3,0.01,0.08,0,0,1,1,0,0,1
255,253,0.99,0.01,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
2,34,1,0,1,0.5,0,0,0,0,1
255,2,0.01,0.68,1,0,0,0,1,1,1
255,57,0.22,0.02,0,0,1,1,0,0,1
106,108,1,0,0.01,0.02,0,0,1,1,0
12,168,0.75,0.17,0.08,0.01,0,0,0,0,0
2,194,1,0,0.5,0.02,0,0,0,0,0
255,18,0.07,0.05,0,0,1,1,0,0,1
255,2,0.01,0.51,0.82,0,0,0,0,0,0
255,251,0.98,0.01,0,0,0,0,0,0,0
255,16,0.06,0.06,0,0,1,1,0,0,1
255,251,0.98,0.01,0,0,0,0,0,0,0
255,20,0.08,0.06,0,0,1,1,0,0,1
255,87,0.34,0.04,0.34,0,0.08,0,0.02,0,1
255,5,0.02,0.08,0,0,1,1,0,0,1
124,185,0.58,0.03,0.01,0.01,0,0,0,0,0
214,132,0.62,0.02,0,0,0,0,0.05,0.08,0
2,2,1,0,0.5,0,0,0,0,0,0
255,1,0,0.89,1,0,0,0,0,0,0
255,2,0.01,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
83,255,1,0,0.01,0.03,0.01,0.01,0,0,0
150,150,1,0,0.01,0,0,0,0.06,0.06,1
255,14,0.05,0.07,0,0,1,1,0,0,1
128,28,0.22,0.05,0.01,0,0,0,0,0,0
77,255,1,0,0.01,0.05,0,0,0,0,0
255,2,0.01,0.06,0,0,1,1,0,0,1
185,1,0.01,0.47,0.47,0,0,0,0.46,1,1
193,139,0.72,0.02,0.01,0,0,0,0,0,0
255,3,0.01,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,225,0.88,0.01,0,0,0,0,0,0,0
5,255,1,0,0.2,0.03,0,0,0,0,0
2,41,1,0,1,0.27,0,0,0,0,1
1,159,1,0,1,1,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
20,255,1,0,0.05,0.01,0,0,0,0,0
255,20,0.08,0.07,0,0,1,1,0,0,1
11,255,1,0,0.09,0.03,0,0,0,0.01,0
255,255,1,0,0,0,0,0,0,0,0
74,255,1,0,0.01,0.03,0,0.01,0,0,0
255,11,0.04,0.07,0,0,1,1,0,0,1
255,241,0.95,0.01,0,0,0,0,0,0,0
145,91,0.28,0.04,0.28,0.02,0,0,0,0,0
255,2,0.01,0.02,0,0,0.59,0,0,0,0
255,198,0.78,0.02,0,0,0,0,0,0,0
33,5,0.15,0.15,0.03,0,0,0,1,1,1
59,231,1,0,0.02,0.16,0,0,0.93,0.98,0
255,5,0.02,0.06,0,0,1,1,0,0,1
255,64,0.25,0.02,0,0,1,1,0,0,1
43,30,0.7,0.12,0.7,0,0,0,0,0,0
255,5,0.02,0.07,0,0,1,1,0,0,1
4,4,1,0,1,0,0,0,0,0,1
163,247,0.96,0.01,0.01,0.01,0,0,0,0,0
2,255,1,0,1,0.04,0.5,0,0,0,0
245,68,0.28,0.02,0.28,0,0,0,0,0,0
255,30,0.12,0.06,0,0,1,1,0,0,1
83,13,0.16,0.02,0.16,0,0,0,0,0,1
255,19,0.07,0.07,0,0,0,0,1,1,1
255,14,0.05,0.05,0,0,1,1,0,0,1
255,1,0,1,0,0,0.09,1,0.91,0,1
189,255,1,0,0.01,0.03,0,0,0,0,0
201,14,0.07,0.09,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
172,255,1,0,0.01,0.02,0.01,0,0,0,0
63,255,1,0,0.02,0.06,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,1,0,1,0,0,0.08,0,0.87,1,1
255,255,1,0,0,0,0,0,0,0,0
255,2,0.01,0.62,0.88,0,0,0,0,0,0
10,255,1,0,0.1,0.05,0,0,0,0,0
183,137,0.58,0.03,0.58,0.01,0,0,0,0,0
255,3,0.01,0.08,0,0,1,1,0,0,1
255,112,0.44,0.19,0.44,0,0,0,0,0,1
255,12,0.05,0.09,0,0,0,0,1,1,1
255,2,0.01,0.51,1,0,0,0,1,1,1
255,19,0.07,0.06,0,0,1,1,0,0,1
203,58,0.29,0.01,0.29,0,0,0,0,0,1
255,13,0.05,0.06,0,0,1,1,0,0,1
255,255,1,0,1,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
26,197,1,0,0.04,0.05,0,0,0,0,0
255,1,0,1,1,0,1,1,0,0,1
255,30,0.12,0.06,0,0,1,1,0,0,1
72,255,1,0,0.01,0.15,0,0,0.94,0.98,0
255,204,0.8,0.01,0,0,0,0,0,0,0
16,199,1,0,0.06,0.08,0,0,0,0,0
77,100,0.56,0.03,0.01,0.02,0,0,0,0,0
1,154,1,0,1,1,0,0,0,0,1
255,18,0.07,0.08,0,0,1,1,0,0,1
255,1,0,0.08,0,0,1,1,0,0,1
255,197,0.77,0.01,0.01,0,0,0,0,0,0
219,14,0.05,0.03,0.05,0.14,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,243,0.95,0.01,0,0,0,0,0,0,0
255,5,0.02,0.07,0,0,0,0,1,1,1
255,65,0.25,0.02,0.01,0,1,1,0,0,1
255,7,0.03,0.07,0,0,1,1,0,0,1
18,255,1,0,0.06,0.04,0,0,0,0,0
66,255,1,0,0.02,0.03,0,0,0,0,0
255,19,0.07,0.06,0,0,0,0,1,1,1
118,35,0.3,0.02,0.3,0,0,0,0,0,0
42,255,1,0,0.02,0.04,0,0,0,0,0
255,17,0.07,0.08,0,0,1,1,0,0,1
60,255,1,0,0.02,0.02,0,0,0,0,0
255,239,0.94,0.01,0,0,0,0,0,0,0
