count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,attack_types
2,3,0,0,0,0,1,0,0.67,0
129,5,1,1,0,0,0.04,0.07,0,1
9,1,0,0,1,1,0.11,1,0,1
157,156,0,0,0,0,0.99,0.01,0,0
2,2,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,1
462,1,0.08,0,0.92,1,0,1,0,1
9,1,0,0,0,0,0.11,0.44,0,1
3,4,0.33,0.25,0,0,1,0,0.5,0
144,124,0,0,0,0,0.86,0.03,0,1
237,16,1,1,0,0,0.07,0.08,0,1
2,2,0,0,0,0,1,0,0,0
4,4,0,0,0,0,1,0,0,0
76,156,0,0,0,0,1,0,0.01,0
189,3,1,1,0,0,0.02,0.07,0,1
1,4,0,0,0,0,1,0,0.5,0
10,10,0,0,0,0,1,0,0,0
82,161,0,0,0,0,1,0,0.01,0
151,151,0,0,0,0,1,0,0,1
232,16,0,0,1,1,0.07,0.07,0,1
105,6,1,1,0,0,0.06,0.06,0,1
82,12,1,1,0,0,0.15,0.07,0,1
2,23,0,0,0,0,1,0,0.09,0
8,1,1,1,0,0,0.12,0.5,0,1
2,2,0,0,0,0,1,0,0,0
128,17,1,1,0,0,0.13,0.05,0,1
1,2,0,0,1,1,1,0,1,0
145,17,1,1,0,0,0.12,0.06,0,1
25,3,0,0,0,0,0.12,0.08,0,1
39,63,0,0,0,0,1,0,0.03,0
73,153,0,0,0,0,0.99,0.03,0.01,0
115,7,1,1,0,0,0.06,0.06,0,1
2,9,0,0,0,0,1,0,0.33,0
122,7,1,1,0,0,0.06,0.07,0,1
15,15,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
31,31,0,0,0,0,1,0,0,0
110,16,0,0,1,1,0.15,0.06,0,1
16,16,0,0,0,0,1,0,0,1
1,37,0,0,0,0,1,0,1,1
4,14,0,0,0,0,1,0,0.14,0
1,2,0,0,0,0,1,0,1,0
206,9,1,1,0,0,0.04,0.06,0,1
1,32,0,0,0,0,1,0,1,1
246,16,1,1,0,0,0.07,0.06,0,1
1,1,0,0,0,0,1,0,0,0
6,6,0,0,0,0,1,0,0,0
24,45,0,0,0,0,1,0,0.04,0
149,229,0,0,0,0,1,0,0.01,0
5,5,0,0,0,0,1,0,0,0
220,9,1,1,0,0,0.04,0.05,0,1
1,1,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
4,4,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
17,25,0,0,0,0,1,0,0.12,0
3,15,0,0,0,0,1,0,0.13,0
22,22,0,0,0,0,1,0,0,0
19,19,0.05,0.05,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
300,17,1,1,0,0,0.06,0.05,0,1
8,51,0,0,1,0.96,1,0,0.08,0
24,25,0,0,0,0,1,0,0.08,0
134,3,0,0,1,1,0.02,0.08,0,1
177,17,1,1,0,0,0.1,0.06,0,1
123,5,1,1,0,0,0.04,0.09,0,1
86,166,0,0,0,0,1,0,0.01,0
1,1,0,0,0,0,1,0,0,0
6,6,0,0,0,0,1,0,0,0
190,24,1,1,0,0,0.13,0.05,0,1
23,23,0,0,0,0,1,0,0,0
2,1,0,0,0,0,0.5,1,0,0
192,192,0,0,0,0,1,0,0,0
19,19,0,0,0,0,1,0,0,0
231,1,1,1,0,0,0,0.07,0,1
123,18,1,1,0,0,0.15,0.06,0,1
2,2,0,0,0,0,1,0,0,0
269,22,1,1,0,0,0.08,0.05,0,1
120,1,0,0,1,1,0.01,0.07,0,1
1,1,0,0,0,0,1,0,0,0
10,10,0,0,0,0,1,0,0,0
23,51,0,0,0,0,1,0,0.08,0
293,17,0,0,1,1,0.06,0.06,0,1
511,511,0,0,0,0,1,0,0,1
14,22,0,0,0,0,1,0,0.09,0
1,1,0,0,1,1,1,0,0,0
141,12,0,0,1,1,0.09,0.06,0,1
2,12,0,0,0,0,1,0,0.17,0
7,8,0,0,0,0,1,0,0.25,0
22,22,0,0,0,0,1,0,0,0
225,1,1,1,0,0,0,0.07,0,1
2,2,0,0,1,1,1,0,0,1
7,7,0,0,0,0,1,0,0,0
2,3,0,0,0,0,1,0,0.67,0
289,5,1,1,0,0,0.02,0.05,0,1
1,5,0,0,0,0,1,0,0.6,0
1,1,0,0,0,0,1,0,0,0
3,8,0,0,0,0,1,0,0.25,0
5,5,0,0,0,0,1,0,0,0
7,42,0,0,0,0,1,0,0.05,0
1,15,0,0,0,0,1,0,0.33,0
237,17,1,1,0,0,0.07,0.06,0,1
55,13,1,1,0,0,0.24,0.07,0,1
11,11,0,0,0,0,1,0,0,0
23,30,0,0,0,0,1,0,0.07,0
511,511,0,0,0,0,1,0,0,1
158,160,0,0,0,0,1,0,0.02,0
1,1,0,0,0,0,1,0,0,0
211,287,0,0,0,0,1,0,0.01,0
2,31,0,0,0,0,1,0,0.06,0
2,2,0,0,0,0,1,0,0,0
26,1,0,0,0.92,1,0.04,1,0,1
1,2,0,0,0,0,1,0,1,0
207,9,1,1,0,0,0.04,0.05,0,1
293,12,1,1,0,0,0.04,0.05,0,1
218,16,1,1,0,0,0.07,0.06,0,1
1,1,1,1,0,0,1,0,0,1
198,20,1,1,0,0,0.1,0.07,0,1
1,1,0,0,0,0,1,0,0,0
122,1,1,1,0,0,0.01,0.07,0,1
124,1,1,1,0,0,0.01,0.07,0,1
510,1,0.11,0,0.89,1,0,1,0,1
3,3,0,0,0,0,1,0,0,0
2,7,0,0,0,0,1,0,0.29,0
21,21,0,0,0,0,1,0,0,0
3,3,0,0,0,0,1,0,0,0
1,21,0,0,0,0,1,0,1,1
1,2,0,0,0,0,1,0,1,0
176,5,1,1,0,0,0.03,0.07,0,1
73,73,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,0
2,1,0,0,0,0,0.5,1,0,0
9,10,0,0,0,0,1,0,0.2,0
4,5,0,0,0,0.2,1,0,0.4,1
124,21,1,1,0,0,0.17,0.06,0,1
5,5,0,0,0,0,1,0,0,0
61,11,1,1,0,0,0.18,0.1,0,1
213,9,1,1,0,0,0.04,0.08,0,1
249,20,1,1,0,0,0.08,0.06,0,1
101,1,1,1,0,0,0.01,0.06,0,1
1,6,0,0,0,0.17,1,0,0.5,0
198,8,1,1,0,0,0.04,0.06,0,1
120,3,1,1,0,0,0.03,0.06,0,1
2,3,0,0,0,0,1,0,0.67,0
2,2,0,0,0,0,1,0,0,0
131,20,1,1,0,0,0.15,0.05,0,1
1,1,0,0,1,1,1,0,0,1
5,5,0,0,0,0,1,0,0,0
6,14,0,0,0,0,1,0,0.14,0
107,14,1,1,0,0,0.13,0.07,0,1
1,44,0,0,0,0,1,0,1,1
1,1,0,0,0,0,1,0,0,0
38,39,0,0,0,0,1,0,0.05,0
267,7,1,1,0,0,0.03,0.06,0,1
1,1,0,0,1,1,1,0,0,0
15,15,0,0,0,0,1,0,0,0
130,11,1,1,0,0,0.08,0.06,0,1
5,5,0,0,0,0,1,0,0,0
237,8,1,1,0,0,0.03,0.07,0,1
5,1,0,0,0,0,0.2,0.4,0,0
1,1,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
1,3,0,0,0,0,1,0,1,0
113,8,0,0,1,1,0.07,0.07,0,1
1,13,0,0,0,0,1,0,0.23,0
3,25,0,0,0,0,1,0,0.08,0
1,1,0,0,0,0,1,0,0,0
105,5,0,0,1,1,0.05,0.08,0,1
17,17,0,0,0,0,1,0,0,0
4,4,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
26,6,0,0,0,0,0.23,0.12,0,1
150,16,1,1,0,0,0.11,0.05,0,1
30,30,0,0,0,0,1,0,0,1
1,4,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
5,13,0,0,0,0,1,0,0.23,0
1,1,0,0,1,1,1,0,0,1
2,6,0.5,0.33,0,0,1,0,0.5,0
1,1,1,1,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
10,18,0,0,0,0,1,0,0.11,0
5,5,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
211,8,1,1,0,0,0.04,0.06,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
24,24,0,0,0,0,1,0,0,1
1,1,0,0,1,1,1,0,0,0
292,15,1,1,0,0,0.05,0.06,0,1
13,8,1,1,0,0,0.62,0.31,0,1
1,20,0,0,0,0,1,0,1,1
16,26,0,0,0,0.08,1,0,0.19,0
1,1,0,0,0,0,1,0,0,0
202,18,1,1,0,0,0.09,0.06,0,1
129,9,0,0,1,1,0.07,0.07,0,1
87,17,0,0,1,1,0.2,0.06,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
16,16,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
116,1,1,1,0,0,0.01,0.07,0,1
296,20,1,1,0,0,0.07,0.06,0,1
1,1,0,0,0,0,1,0,0,0
170,16,1,1,0,0,0.09,0.07,0,1
1,1,0,0,0,0,1,0,0,0
2,1,0,0,0,0,0.5,1,0,0
1,1,0,0,0,0,1,0,0,0
188,16,1,1,0,0,0.09,0.06,0,1
9,9,0,0,0,0,1,0,0,0
15,19,0,0,0,0,1,0,0.11,0
1,1,0,0,1,1,1,0,0,0
20,1,0,0,0.05,1,0.05,0.1,0,0
1,2,0,0,0,0,1,0,1,0
80,80,0,0,0,0,1,0,0,1
67,147,0,0,0,0,1,0,0.01,0
12,12,0,0,0,0,1,0,0,0
1,46,0,0,0,0,1,0,1,1
1,1,0,0,1,1,1,0,0,1
102,6,0,0,1,1,0.06,0.09,0,1
9,18,0,0,0,0,1,0,0.11,0
3,7,0,0,0,0,1,0,0.43,0
1,1,0,0,0,0,1,0,0,0
43,7,0,0,0,0,0.16,0.12,0,1
11,11,0,0,0,0,1,0,0,0
147,9,0,0,1,1,0.06,0.08,0,1
5,5,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
21,26,0,0,0,0,1,0,0.23,0
1,1,0,0,1,1,1,0,0,0
1,1,0,0,1,1,1,0,0,0
1,10,0,0,0,0,1,0,1,1
20,24,0,0,0,0,1,0,0.12,0
107,187,0,0,0,0,1,0,0.01,0
8,8,0,0,0,0,1,0,0,0
18,18,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
1,3,0,0,0,0,1,0,1,0
278,15,1,1,0,0,0.05,0.06,0,1
51,1,0.14,0,0.86,1,0.02,1,0,1
2,2,0,0,0,0,1,0,0,1
111,16,1,1,0,0,0.14,0.05,0,1
17,17,0,0,0,0,1,0,0,0
73,17,1,1,0,0,0.23,0.05,0,1
2,5,0,0,0,0,1,0,0.4,0
1,1,0,0,0,0,1,0,0,0
258,6,1,1,0,0,0.02,0.06,0,1
511,511,0,0,0,0,1,0,0,1
18,18,0.06,0.06,0,0,1,0,0,0
286,9,1,1,0,0,0.03,0.06,0,1
32,32,0,0,0,0,1,0,0,0
10,10,0,0,0,0,1,0,0,0
251,22,1,1,0,0,0.09,0.05,0,1
190,4,0,0,1,1,0.02,0.08,0,1
126,6,0,0,1,1,0.05,0.06,0,1
5,1,0,0,0,0,0.2,0.6,0,0
121,14,0.98,1,0,0,0.12,0.07,0,1
4,6,0,0,0.25,0.5,1,0,0.5,1
299,20,1,1,0,0,0.07,0.06,0,1
1,51,0,0,0,0,1,0,1,1
14,14,0,0,0,0,1,0,0,0
1,52,0,0,0,0,1,0,1,1
1,1,0,0,0,0,1,0,0,0
6,7,0,0,0,0,1,0,0.29,0
1,1,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
40,40,0,0,0,0,1,0,0,0
5,1,0,0,0,0,0.2,0.6,0,0
26,9,1,1,0,0,0.35,0.15,0,1
117,4,1,1,0,0,0.03,0.07,0,1
4,4,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
86,18,1,1,0,0,0.21,0.07,0,1
230,16,1,1,0,0,0.07,0.06,0,1
141,141,0,0,0,0,1,0,0,0
9,12,0,0,0,0,1,0,0.25,0
6,6,0,0,0,0,1,0,0,0
57,13,1,1,0,0,0.23,0.07,0,1
205,205,0,0,0,0,1,0,0,1
6,6,0,0,0,0,1,0,0,0
175,4,1,1,0,0,0.02,0.06,0,1
132,7,1,1,0,0,0.05,0.06,0,1
9,10,0,0,0,0,1,0,0.2,0
31,7,1,1,0,0,0.23,0.13,0,1
2,2,0,0,0,0,1,0,0,0
293,6,1,1,0,0,0.02,0.05,0,1
31,1,0,0,0,0,0.03,0.06,0,0
6,2,0,0,0,0,0.33,0.5,0,0
207,1,1,1,0,0,0,0.06,0,1
4,4,0,0,0,0,1,0,0,0
1,8,0,0,0,0,1,0,1,1
7,4,1,1,0,0,0.57,0.29,0,1
200,12,0,0,1,1,0.06,0.06,0,1
1,1,0,0,1,1,1,0,0,1
11,11,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
3,3,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
1,3,0,0,0,0,1,0,1,0
2,5,0,0,0,0,1,0,0.4,0
129,18,1,1,0,0,0.14,0.05,0,1
17,17,0,0,0,0,1,0,0,0
236,1,0.11,0,0.89,1,0,1,0,1
254,3,1,1,0,0,0.01,0.05,0,1
2,2,0.5,0.5,0,0,1,0,0,0
239,18,1,1,0,0,0.08,0.06,0,1
87,4,0,0,1,1,0.05,0.08,0,1
2,2,0,0,1,1,1,0,0,0
1,2,0,0.5,0,0,1,0,1,0
1,1,0,0,0,0,1,0,0,0
11,15,0,0,0,0,1,0,0.2,0
263,25,1,1,0,0,0.1,0.05,0,1
142,4,1,1,0,0,0.03,0.06,0,1
303,303,0,0,0,0,1,0,0,0
208,21,1,0.19,0,0,0.02,0.07,0.14,1
94,2,1,1,0,0,0.02,0.07,0,1
1,1,0,0,0,0,1,0,0,0
1,511,0,0,0,0,1,0,0,0
256,2,1,1,0,0,0.01,0.07,0,1
23,36,0,0,0,0,1,0,0.14,0
147,19,1,1,0,0,0.13,0.05,0,1
122,3,1,1,0,0,0.02,0.06,0,1
3,3,0,0,0,0,1,0,0,0
217,217,0,0,0,0,1,0,0,0
3,3,0,0,0,0,1,0,0,0
270,12,0,0,1,1,0.04,0.06,0,1
3,3,0,0,0,0,1,0,0,0
133,133,0,0,0,0,1,0,0,0
225,7,1,1,0,0,0.03,0.08,0,1
34,42,0,0,0,0,1,0,0.07,0
45,10,1,1,0,0,0.22,0.09,0,1
9,9,0,0,0,0,1,0,0,0
207,17,1,1,0,0,0.08,0.06,0,1
17,8,0,0,1,1,0.47,0.12,0,1
1,1,0,0,1,1,1,0,0,1
236,4,0,0,1,1,0.02,0.07,0,1
258,11,0,0,1,1,0.04,0.06,0,1
293,17,1,1,0,0,0.06,0.05,0,1
1,4,0,0.25,0,0,1,0,0.75,0
5,19,0,0,0,0,1,0,0.16,1
108,11,1,1,0,0,0.1,0.06,0,1
159,239,0,0,0,0,1,0,0.01,0
2,2,0,0,0,0,1,0,0,1
1,1,0,0,1,1,1,0,0,0
7,12,0.14,0.17,0,0,1,0,0.17,0
214,214,0,0,0,0,1,0.01,0.01,0
1,24,0,0,0,0,1,0,1,1
71,16,1,1,0,0,0.23,0.08,0,1
1,2,0,0,0,0,1,0,1,0
107,1,1,1,0,0,0.01,0.07,0,1
13,15,0,0,0,0,1,0,0.2,0
1,1,0,0,0,0,1,0,0,0
15,33,0.07,0.03,0,0,1,0,0.06,0
15,16,0,0,0,0,1,0,0.12,0
115,14,1,1,0,0,0.12,0.07,0,1
255,16,1,1,0,0,0.06,0.06,0,1
19,22,0,0,0,0,1,0,0.14,0
286,19,1,1,0,0,0.07,0.06,0,1
266,9,1,1,0,0,0.03,0.06,0,1
22,4,1,1,0,0,0.18,0.18,0,1
286,19,1,1,0,0,0.07,0.05,0,1
2,2,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,1
14,22,0,0,0,0,1,0,0.09,0
23,23,0,0,0,0,1,0,0,0
11,12,0,0,0,0,1,0,0.17,0
1,1,0,0,0,0,1,0,0,1
14,14,0,0,0,0,1,0,0,0
14,37,0,0,0,0,1,0,0.14,0
42,11,1,1,0,0,0.26,0.12,0,1
279,14,1,1,0,0,0.05,0.05,0,1
119,4,1,1,0,0,0.03,0.07,0,1
13,14,0,0,0,0,1,0,0.14,0
16,17,0,0,0,0,1,0,0.12,0
184,1,1,1,0,0,0.01,0.07,0,1
14,14,0,0,0,0,1,0,0,0
1,7,0,0,0,0,1,0,0.71,0
64,15,1,1,0,0,0.23,0.06,0,1
295,6,1,1,0,0,0.02,0.05,0,1
235,235,0,0,0,0,1,0,0,0
126,126,0,0,0,0,1,0,0,0
101,23,1,1,0,0,0.23,0.07,0,1
195,4,1,1,0,0,0.02,0.07,0,1
201,12,1,1,0,0,0.06,0.06,0,1
1,2,0,0,0,0,1,0,1,0
1,25,0,0,0,0,1,0,0.16,0
2,2,0,0,0,0,1,0,0,1
225,3,0,0,1,1,0.01,0.07,0,1
415,1,0.06,0,0.93,1,0,1,0,1
225,2,1,1,0,0,0.01,0.06,0,1
1,2,0,0,0,0,1,0,1,0
76,156,0,0,0,0,0.99,0.03,0.01,0
53,133,0,0,0,0,1,0,0.02,0
1,1,0,0,1,1,1,0,0,1
1,1,0,0,1,1,1,0,0,1
36,40,0,0,0,0.03,1,0,0.08,0
1,1,0,0,0,0,1,0,0,0
3,3,0,0,0,0,1,0,0,0
14,14,0,0,0,0,1,0,0,0
201,2,1,1,0,0,0.01,0.07,0,1
146,14,1,1,0,0,0.1,0.05,0,1
1,1,0,0,0,0,1,0,0,1
3,3,0,0,0.33,0.33,1,0,0,0
4,4,0,0,0,0,1,0,0,0
15,16,0,0,0,0,1,0,0.12,0
280,10,1,1,0,0,0.04,0.06,0,1
3,4,0.33,0.25,0,0,1,0,0.5,0
2,2,0,0,0,0,1,0,0,0
1,5,0,0,0,0,1,0,0.4,0
1,1,1,1,0,0,1,0,0,0
235,7,0,0,1,1,0.03,0.07,0,1
12,12,0,0,0,0,1,0,0,0
13,13,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
8,8,0,0,0,0,1,0,0,0
2,2,0.5,0.5,0,0,1,0,0,0
3,1,0,0,0,0,0.33,1,0,0
137,10,1,1,0,0,0.07,0.07,0,1
1,2,0,0,0,0,1,0,1,1
139,25,1,1,0,0,0.18,0.05,0,1
13,13,0,0,0,0,1,0,0,0
130,2,1,1,0,0,0.02,0.06,0,1
511,511,0,0,0,0,1,0,0,1
7,7,0,0,0,0,1,0,0,0
5,5,0,0,0.6,0.6,1,0,0,1
14,14,0.07,0.07,0,0,1,0,0,0
3,3,0,0,0,0,1,0,0,0
1,5,0,0,0,0,1,0,0.8,0
8,15,0,0,0,0,1,0,0.2,0
5,5,0,0,0,0,1,0,0,0
92,5,1,1,0,0,0.05,0.09,0,1
125,10,0,0,1,1,0.08,0.06,0,1
220,11,1,1,0,0,0.05,0.06,0,1
2,2,0,0,0,0,1,0,0,0
27,6,1,1,0,0,0.22,0.15,0,1
144,5,1,1,0,0,0.03,0.07,0,1
155,237,0,0,0,0,1,0,0.02,0
127,6,1,1,0,0,0.05,0.05,0,1
3,13,0,0,0,0,1,0,0.31,0
106,5,1,1,0,0,0.05,0.07,0,1
26,26,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
1,44,0,0,0,0,1,0,1,1
10,17,0,0,0,0,1,0,0.12,0
229,16,1,1,0,0,0.07,0.06,0,1
257,33,1,0.48,0,0,0.06,0.06,0.06,1
127,20,1,1,0,0,0.16,0.05,0,1
8,10,0,0,0,0,1,0,0.3,0
4,4,0.25,0.25,0,0,1,0,0,0
510,1,0.19,0,0.81,1,0,1,0,1
1,2,0,0,0,0,1,0,1,0
1,2,0,0,0,0,1,0,1,0
1,1,0,0,0,0,1,0,0,0
229,9,0,0,1,1,0.04,0.07,0,1
1,1,0,0,1,1,1,0,0,1
235,239,0,0,0,0,1,0,0.01,0
3,3,0,0,0,0,1,0,0,0
8,23,0,0,0,0,1,0,0.09,0
7,8,0,0,0,0,1,0,0.25,0
18,18,0,0,0,0,1,0,0,0
342,342,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
13,1,0,0,0,0,0.08,0.46,0,1
246,3,1,1,0,0,0.01,0.05,0,1
2,1,0,0,1,1,0.5,1,0,1
105,105,0,0,0,0,1,0,0,0
73,19,1,1,0,0,0.26,0.05,0,1
240,8,1,1,0,0,0.03,0.06,0,1
1,1,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
37,115,0,0,0,0,1,0,0.02,0
277,7,1,1,0,0,0.03,0.06,0,1
1,1,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1
1,9,0,0,0,0,1,0,1,1
1,1,0,0,0,0,1,0,0,0
7,8,0,0,0,0,1,0,0.25,0
240,240,0,0,0,0,1,0,0,0
128,7,1,1,0,0,0.05,0.05,0,1
130,15,1,1,0,0,0.12,0.07,0,1
2,2,0,0,0,0,1,0,0,0
10,14,0,0,0,0,1,0,0.21,0
3,4,0,0,0,0,1,0,0.5,0
2,2,0,0,0,0,1,0,0,0
1,122,1,0.76,0,0.04,1,0,0.37,1
1,44,0,0,0,0,1,0,1,1
3,3,0,0,0.33,0.33,1,0,0,1
10,10,0,0,0,0,1,0,0,0
511,511,0,0,0,0,1,0,0,1
16,17,0,0,0,0,1,0,0.12,0
20,5,1,1,0,0,0.25,0.25,0,1
292,19,1,1,0,0,0.07,0.06,0,1
2,2,0,0,0,0,1,0,0,0
9,9,0,0,0,0,1,0,0,0
2,3,0,0,0,0,1,0,0.67,0
1,1,0,0,0,0,1,0,0,0
165,10,1,1,0,0,0.06,0.05,0,1
13,13,0,0,0,0,1,0,0,0
110,1,1,1,0,0,0.01,0.07,0,1
68,6,1,1,0,0,0.09,0.07,0,1
190,2,1,1,0,0,0.01,0.06,0,1
150,20,1,1,0,0,0.13,0.05,0,1
2,2,0,0,0,0,1,0,0,0
4,10,0,0,0,0,1,0,0.2,0
46,10,1,1,0,0,0.22,0.07,0,1
1,3,0,0,0,0,1,0,1,0
1,2,0,0,0,0,1,0,1,0
33,16,1,1,0,0,0.48,0.06,0,1
1,1,0,0,0,0,1,0,0,1
135,21,1,1,0,0,0.16,0.05,0,1
27,12,1,1,0,0,0.44,0.11,0,1
66,144,0,0,0,0,1,0,0.01,0
203,203,0,0,0,0,1,0,0,0
1,12,0,0,0,0,1,0,1,1
122,16,0,0,1,1,0.13,0.07,0,1
289,16,1,1,0,0,0.06,0.06,0,1
54,19,1,1,0,0,0.35,0.07,0,1
104,4,0,0,1,1,0.04,0.07,0,1
12,12,0,0,0,0,1,0,0,0
11,11,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
511,1,0.1,0,0.9,1,0,1,0,1
148,4,0,0,0.99,1,0.03,0.07,0,1
140,11,0,0,1,1,0.08,0.06,0,1
129,14,0,0,1,1,0.11,0.05,0,1
1,4,0,0,0,0,1,0,1,0
31,31,0,0,0,0,1,0,0,0
2,2,0.5,0.5,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,0
53,10,1,1,0,0,0.19,0.11,0,1
293,22,1,1,0,0,0.08,0.04,0,1
1,1,0,0,1,1,1,0,0,0
185,5,1,1,0,0,0.03,0.07,0,1
2,2,0,0,0,0,1,0,0,0
2,4,0.5,0.5,0,0,1,0,0.5,0
233,1,0.04,0,0.94,1,0,1,0,1
1,1,0,0,0,0,1,0,0,0
26,92,0,0,0,0,1,0,0.02,0
1,2,0,0,0,0,1,0,1,0
4,15,0,0,0,0,1,0,0.13,0
249,1,1,1,0,0,0,0.07,0,1
209,18,1,1,0,0,0.09,0.06,0,1
231,2,1,1,0,0,0.01,0.07,0,1
231,22,1,1,0,0,0.1,0.05,0,1
7,7,0,0,0,0,1,0,0,0
17,17,0,0,0,0,1,0,0,1
2,1,0,0,0,0,0.5,1,0,0
124,19,0,0,1,1,0.15,0.07,0,1
1,1,0,0,0,0,1,0,0,0
10,10,0,0,0,0,1,0,0,0
8,8,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
214,219,0,0,0,0,1,0,0.01,0
32,9,1,1,0,0,0.28,0.12,0,1
511,511,0,0,0,0,1,0,0,1
1,48,0,0,0,0,1,0,1,1
256,3,0,0,1,1,0.01,0.06,0,1
124,17,0,0,1,1,0.14,0.06,0,1
1,1,0,0,0,0,1,0,0,0
228,19,1,1,0,0,0.08,0.07,0,1
1,1,0,0,1,1,1,0,0,1
5,10,0,0,0,0,1,0,0.5,0
2,3,0,0,0,0.33,1,0,0.67,1
264,10,1,1,0,0,0.04,0.06,0,1
2,2,0,0,0,0,1,0,0,1
1,2,0,0,0,0,1,0,1,0
27,27,0,0,0,0,1,0,0,0
92,11,1,1,0,0,0.12,0.08,0,1
227,226,0,0,0,0,1,0.01,0,0
211,211,0,0,0,0,1,0,0,0
267,19,1,1,0,0,0.07,0.04,0,1
149,151,0,0,0,0,1,0,0.02,0
194,1,0.07,0,0.87,1,0.01,0.99,0,1
1,1,0,0,1,1,1,0,0,0
98,12,0,0,1,1,0.12,0.06,0,1
21,21,0,0,0,0,1,0,0,0
4,4,0,0,0,0,1,0,0,0
185,17,0,0,1,1,0.09,0.07,0,1
9,9,0,0,0,0,1,0,0,0
135,9,1,1,0,0,0.07,0.07,0,1
2,2,0,0,0,0,1,0,0,0
136,7,0,0,1,1,0.05,0.06,0,1
253,2,1,1,0,0,0.01,0.05,0,1
212,25,1,1,0,0,0.12,0.06,0,1
134,20,1,1,0,0,0.15,0.06,0,1
510,1,0.2,0,0.8,1,0,1,0,1
1,2,0,0,0,0,1,0,1,0
2,8,0,0,0,0,1,0,0.38,0
1,1,0,0,0,0,1,0,0,0
1,2,0,0,0,0,1,0,1,0
2,2,0,0,0,0,1,0,0,0
147,11,1,1,0,0,0.07,0.05,0,1
2,2,0,0,0,0,1,0,0,1
14,229,0,0,0,0,1,0,0.01,0
1,41,0,0,0,0,1,0,1,1
111,8,1,1,0,0,0.07,0.06,0,1
87,87,0,0,0,0,1,0,0,1
1,1,0,0,0,0,1,0,0,1
246,19,1,1,0,0,0.08,0.07,0,1
1,1,0,0,1,1,1,0,0,0
1,1,0,0,0,0,1,0,0,0
92,25,1,1,0,0,0.27,0.05,0,1
229,2,1,1,0,0,0.01,0.06,0,1
118,4,0.99,1,0,0,0.03,0.09,0,1
1,1,0,0,0,0,1,0,0,0
130,4,1,1,0,0,0.03,0.06,0,1
3,2,0,0,0,0,0.67,0.67,0,0
12,12,0,0,0,0,1,0,0,0
1,10,0,0,0,0,1,0,1,1
15,15,0,0,0,0,1,0,0,0
18,18,0,0,0,0,1,0,0,0
118,13,1,1,0,0,0.11,0.07,0,1
5,1,0,0,0,0,0.2,0.4,0,0
510,1,0.08,0,0.91,1,0,0.95,0,1
235,4,1,1,0,0,0.02,0.06,0,1
13,14,0,0,0,0,1,0,0.14,0
1,1,0,0,0,0,1,0,0,0
3,3,0,0,0,0,0.67,0.67,0.67,0
2,1,0,0,0,0,0.5,1,0,0
170,10,1,1,0,0,0.06,0.06,0,1
121,15,1,1,0,0,0.12,0.06,0,1
1,6,0,0,0,0,1,0,1,1
2,2,0,0,0,0,1,0,0,0
1,1,0,0,0,0,1,0,0,1
12,12,0,0,0,0,1,0,0,0
2,2,0,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,0
68,15,0,0,1,1,0.22,0.07,0,1
